station_triplet,station_id,name,state,network,lat,long,elevation_ft,huc,begin_date,end_date
924:MT:SNTL,924,West Yellowstone,MT,SNTL,44.65866,-111.09199,6680.0,100200070205,1966-10-01,2100-01-01
925:OR:SNTL,925,South Fork Bull Run,OR,SNTL,45.44575,-122.03125,2690.0,170800010504,1997-09-18,2100-01-01
926:ID:SNTL,926,Smiley Mountain,ID,SNTL,43.72718,-113.83402,9540.0,170402180102,2001-09-19,2100-01-01
928:WA:SNTL,928,Huckleberry Creek,WA,SNTL,47.06565,-121.58778,2250.0,171100140307,1997-10-01,2100-01-01
929:MT:SNTL,929,Sacajawea,MT,SNTL,45.87395,-110.92783,6610.0,100700030403,1999-09-30,2100-01-01
930:MT:SNTL,930,Peterson Meadows,MT,SNTL,46.12588,-113.30792,7190.0,170102020101,1965-10-01,2100-01-01
931:WY:SNTL,931,Big Goose,WY,SNTL,44.57922,-107.20068,8010.0,100901010103,1998-07-22,2100-01-01
932:MT:SNTL,932,Poorman Creek,MT,SNTL,48.12632,-115.6234,5050.0,170101011301,1968-10-01,2100-01-01
941:WA:SNTL,941,Mowich,WA,SNTL,46.92833,-121.95232,3170.0,171100140105,1998-09-30,2100-01-01
942:WA:SNTL,942,Burnt Mountain,WA,SNTL,47.0444,-121.94032,4160.0,171100140103,1999-07-01,2100-01-01
943:WA:SNTL,943,Dungeness,WA,SNTL,47.8722,-123.07879,3990.0,171100200301,1998-10-01,2100-01-01
944:WY:SNTL,944,Gunsight Pass,WY,SNTL,43.38332,-109.87815,9820.0,170401020102,1998-09-01,2100-01-01
945:OR:SNTL,945,Gerber Reservoir,OR,SNTL,42.2062,-121.1334,4880.0,180102040508,1998-10-01,2100-01-01
974:WA:SNTL,974,Waterhole,WA,SNTL,47.94485,-123.42594,5010.0,171100200506,1999-09-30,2100-01-01
975:WA:SNTL,975,Swamp Creek,WA,SNTL,48.57142,-120.78267,3930.0,171100050503,1999-10-01,2100-01-01
978:ID:SNTL,978,Bogus Basin,ID,SNTL,43.76377,-116.09685,6370.0,170501220201,1999-09-21,2100-01-01
979:ID:SNTL,979,Van Wyck,ID,SNTL,44.37665,-116.3366,4960.0,170501240902,2000-10-01,2100-01-01
981:MT:SNTL,981,Burnt Mtn,MT,SNTL,45.2401,-109.45961,5920.0,100700060802,2000-09-30,2100-01-01
982:WY:SNTL,982,Cole Canyon,WY,SNTL,44.48632,-104.41057,5930.0,101202030302,2000-06-01,2100-01-01
984:WA:SNTL,984,Spruce Springs,WA,SNTL,46.18287,-117.54155,5690.0,170601030201,2000-07-01,2100-01-01
985:WA:SNTL,985,Sourdough Gulch,WA,SNTL,46.23713,-117.39435,3960.0,170601030202,2000-07-01,2100-01-01
988:ID:SNTL,988,Hidden Lake,ID,SNTL,48.89368,-116.75743,5000.0,170101040502,2000-09-20,2100-01-01
989:ID:SNTL,989,Moscow Mountain,ID,SNTL,46.805,-116.8535,4700.0,170603061002,2000-10-01,2100-01-01
990:WA:SNTL,990,Beaver Pass,WA,SNTL,48.8793,-121.2555,3630.0,171100050605,2000-10-01,2100-01-01
991:WA:SNTL,991,Hozomeen Camp,WA,SNTL,48.98075,-121.07976,1680.0,171100050602,2000-10-01,2100-01-01
998:WA:SNTL,998,Easy Pass,WA,SNTL,48.85933,-121.43895,5280.0,171100010101,2008-09-19,2100-01-01
999:WA:SNTL,999,Marten Ridge,WA,SNTL,48.76292,-121.69823,3520.0,171100051004,2006-07-01,2100-01-01
